foreign_count,foreign_area,foreign_max_area,foreign_compactness,foreign_top,foreign_peak_rel,foreign_asym,foreign_elong_max,foreign_elong_count,foreign_area_left,foreign_area_right,image_uid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.15151313120000020410110702050700
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.05030907080814020708000711150507
1.0,0.004302191464821223,0.004302191464821223,0.6279461279461279,0.037208827703924974,0.9297318131956336,1.0,1.6270941833421209,0.0,0.004302191464821223,0.0,1.2.643.5.1.13.13.12.2.77.8252.01091510011014070612050311031410
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.04070212140009090002060410031413
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.10100404000008120405081411021306
1.0,0.0017924528301886792,0.0017924528301886792,0.6785714285714286,0.028062819522601146,0.8373553680020128,1.0,1.997696681924754,0.0,0.0017924528301886792,0.0,1.2.643.5.1.13.13.12.2.77.8252.13001014110608151112110112061114
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.14100508051012080011140911030615
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.06070803110509120507010310141201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.14060403060314010506081209070311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.10000603030913050503020611051415
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.12071204070300150506091512141413
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.15100208060002090813060606131404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.13151105000600070510031109011109
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.03050114141207061001080502130215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.11051514070611150905020505061111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.04041511061006011303010701020104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.04150214121314031409051312111410
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.01001108050505090405071008120805
1.0,0.0003668763102725367,0.0003668763102725367,0.6481481481481481,0.014824797843665749,0.8264892825230896,1.0,2.1794511029222488,0.0,0.0003668763102725367,0.0,1.2.643.5.1.13.13.12.2.77.8252.03031110041309110901030612131412
3.0,0.001409043112513144,0.0007150368033648791,0.9285714285714286,0.026999443310447235,0.8170305943384962,0.6119402985074627,4.417623312268586,1.0,0.0002733964248159832,0.0011356466876971609,1.2.643.5.1.13.13.12.2.77.8252.14110604050810020100071004090404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.03001212011504090610110601060006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.13100414021307020008020611130410
2.0,0.00758149316508938,0.004258675078864353,0.7336956521739131,0.03805454618056947,0.8319326494841298,0.12343966712898752,2.1506565312611965,0.0,0.004258675078864353,0.003322818086225026,1.2.643.5.1.13.13.12.2.77.8252.08141015091400020302110912090508
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.04151306060901060605121400081206
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.11141409010404080202090702050104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.02150805140008141106110606070801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.01110601131107041511021510061211
1.0,0.0021058201058201057,0.0021058201058201057,0.5922619047619048,0.03582994336763179,0.8745254449969296,1.0,3.013529741711353,1.0,0.0021058201058201057,0.0,1.2.643.5.1.13.13.12.2.77.8252.07140512060315100814061103061308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.00091315091215060415120908060402
2.0,0.0003773584905660377,0.000220125786163522,0.9375,0.9959568733153639,0.8305433500180686,1.0,1.5829799023106177,0.0,0.0003773584905660377,0.0,1.2.643.5.1.13.13.12.2.77.8252.11100109131006120600020910050910
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.03000010070307110614031003090302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.13070805121401080100090313021511
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2.643.5.1.13.13.12.2.77.8252.04000404020304020301120408100801
